distMean,outcome,pred,is_oddball
90.0,80.0,122.2248990003935,-1.0
90.0,69.0,77.65205448607473,-1.0
90.0,58.0,74.70089786940459,-1.0
90.0,71.0,69.26458047324338,-1.0
90.0,70.0,69.06395574899047,-1.0
90.0,96.0,67.86820291297386,-1.0
90.0,107.0,75.44149367458512,-1.0
90.0,57.0,88.06623877827307,-1.0
90.0,109.0,71.83913124440016,-1.0
114.0,86.0,89.6906362201864,-1.0
114.0,110.0,91.13465080714272,-1.0
114.0,92.0,92.2637757448527,-1.0
114.0,103.0,94.28660698880101,-1.0
114.0,162.0,100.91702157843712,-1.0
114.0,123.0,160.64913990150782,-1.0
257.0,298.0,148.4306715903719,-1.0
257.0,303.0,295.2248775465869,-1.0
257.0,246.0,300.82591711436004,-1.0
257.0,254.0,284.6936431361048,-1.0
328.0,332.0,274.21321926849845,-1.0
328.0,14.0,296.29874820331025,-1.0
328.0,330.0,15.260301195162361,-1.0
328.0,313.0,345.8301630081519,-1.0
328.0,351.0,323.7987389751578,-1.0
328.0,344.0,335.65644073202515,-1.0
328.0,333.0,338.5308508393786,-1.0
328.0,316.0,335.69415667079926,-1.0
328.0,331.0,329.34285447707146,-1.0
328.0,301.0,323.4596664482567,-1.0
328.0,313.0,337.77462457863635,-1.0
61.0,60.0,319.7482663475739,-1.0
61.0,85.0,70.51594483497362,-1.0
61.0,78.0,79.50481279300107,-1.0
61.0,68.0,81.01544370845855,-1.0
61.0,79.0,78.56111269394151,-1.0
37.0,3.0,78.7306758541175,-1.0
37.0,42.0,354.68201249883526,-1.0
37.0,18.0,43.2193278642167,-1.0
37.0,71.0,31.337106861573695,-1.0
232.0,264.0,50.001476638562934,-1.0
232.0,237.0,258.8389234006943,-1.0
232.0,203.0,248.97093008876425,-1.0
232.0,235.0,233.88139139438294,-1.0
232.0,261.0,235.76437381401706,-1.0
232.0,258.0,239.66332798657595,-1.0
232.0,247.0,243.96938627896776,-1.0
232.0,198.0,244.37358155953774,-1.0
232.0,216.0,200.47404296012257,-1.0
232.0,241.0,211.00511230575867,-1.0
232.0,203.0,225.30806799974127,-1.0
112.0,132.0,213.13614477244607,-1.0
112.0,157.0,141.9326221767388,-1.0
112.0,97.0,152.16571282691632,-1.0
112.0,102.0,119.75408330633222,-1.0
112.0,111.0,115.16990136211363,-1.0
112.0,110.0,117.76093640424867,-1.0
112.0,120.0,117.76211993782717,-1.0
112.0,110.0,117.78328274530645,-1.0
249.0,250.0,117.08530979078556,-1.0
249.0,251.0,248.89573547485554,-1.0
317.0,306.0,248.56601905506247,-1.0
317.0,311.0,272.1784604221145,-1.0
317.0,314.0,290.12550053462417,-1.0
317.0,304.0,298.9108447458057,-1.0
256.0,223.0,299.3318429344147,-1.0
256.0,259.0,226.69431419569173,-1.0
256.0,242.0,279.6469350605814,-1.0
256.0,254.0,245.7231224930289,-1.0
311.0,330.0,248.3734291094189,-1.0
311.0,327.0,330.75832781853103,-1.0
311.0,346.0,337.8493327434321,-1.0
311.0,321.0,341.1472256283698,-1.0
311.0,317.0,332.3866101811273,-1.0
311.0,314.0,327.58605419246896,-1.0
155.0,159.0,326.6967604482213,-1.0
155.0,161.0,163.74984767167385,-1.0
155.0,133.0,155.51123765188854,-1.0
155.0,118.0,150.36140971467844,-1.0
240.0,223.0,140.1011064864959,-1.0
240.0,213.0,221.2246337245663,-1.0
240.0,232.0,221.77281652447613,-1.0
240.0,214.0,225.36483720948362,-1.0
240.0,213.0,223.29909043103345,-1.0
240.0,228.0,219.7507165557579,-1.0
232.0,239.0,218.71261483807865,-1.0
232.0,281.0,221.27255079595474,-1.0
232.0,225.0,282.88444086778827,-1.0
232.0,260.0,224.499545059367,-1.0
232.0,220.0,245.145349926069,-1.0
340.0,344.0,226.10658834122125,-1.0
340.0,321.0,335.9105527284926,-1.0
340.0,325.0,324.524636977046,-1.0
340.0,353.0,322.10095353374516,-1.0
340.0,38.0,328.25884432611946,-1.0
340.0,317.0,355.4767986592295,-1.0
340.0,353.0,323.37416462154385,-1.0
340.0,5.0,336.0460874144775,-1.0
340.0,337.0,345.29816845474346,-1.0
340.0,301.0,339.5445677843757,-1.0
340.0,353.0,320.9378018595813,-1.0
