distMean,outcome,pred,is_oddball,rule
34,18,352.49999999999994,-1.0,1
34,71,352.49999999999994,-1.0,1
34,358,53.99999999999994,-1.0,1
34,48,19.5,-1.0,1
34,41,19.5,-1.0,1
34,36,19.5,-1.0,1
34,49,19.5,-1.0,1
320,314,38.24999999999999,-1.0,1
320,320,326.99999999999983,-1.0,1
320,246,326.99999999999983,-1.0,1
320,329,326.99999999999983,-1.0,1
320,337,326.99999999999983,-1.0,1
320,328,326.99999999999983,-1.0,1
320,312,326.99999999999983,-1.0,1
320,309,326.99999999999983,-1.0,1
320,352,326.99999999999983,-1.0,1
320,296,345.7499999999999,-1.0,1
320,284,311.2499999999997,-1.0,1
320,283,293.2499999999996,-1.0,1
320,354,293.2499999999996,-1.0,1
320,7,343.4999999999999,-1.0,1
154,136,355.49999999999994,-1.0,1
154,151,126.75000000000033,-1.0,1
154,124,149.25000000000043,-1.0,1
154,150,127.50000000000033,-1.0,1
154,147,141.0000000000004,-1.0,1
154,129,148.50000000000043,-1.0,1
187,183,132.00000000000034,-1.0,1
187,191,176.2500000000006,-1.0,1
187,160,176.2500000000006,-1.0,1
187,146,163.5000000000005,-1.0,1
187,216,149.25000000000043,-1.0,1
185,189,212.2500000000008,-1.0,1
185,174,194.25000000000068,-1.0,1
185,178,177.0000000000006,-1.0,1
185,163,177.0000000000006,-1.0,1
184,195,177.0000000000006,-1.0,1
184,228,190.50000000000065,-1.0,1
184,198,218.2500000000008,-1.0,1
184,203,205.5000000000008,-1.0,1
184,202,213.0000000000008,-1.0,1
184,179,213.0000000000008,-1.0,1
184,164,183.75000000000065,-1.0,1
184,159,183.75000000000065,-1.0,1
184,165,163.5000000000005,-1.0,1
184,187,163.5000000000005,-1.0,1
184,194,182.25000000000065,-1.0,1
348,340,182.25000000000065,-1.0,1
348,18,330.0000000000015,-1.0,1
348,327,13.499999999999996,-1.0,1
348,341,332.99999999999983,-1.0,1
353,343,332.99999999999983,-1.0,1
353,344,332.99999999999983,-1.0,1
353,341,332.99999999999983,-1.0,1
353,7,332.99999999999983,-1.0,1
353,355,0.0,-1.0,1
353,354,0.0,-1.0,1
353,30,0.0,-1.0,1
353,16,25.50000000000001,-1.0,1
353,11,25.50000000000001,-1.0,1
174,215,0.0,-1.0,1
174,185,223.49999999999923,-1.0,1
174,152,194.99999999999903,-1.0,1
174,183,194.99999999999903,-1.0,1
268,266,194.99999999999903,-1.0,1
268,282,262.49999999999943,-1.0,1
268,276,262.49999999999943,-1.0,1
268,280,262.49999999999943,-1.0,1
268,250,262.49999999999943,-1.0,1
268,259,262.49999999999943,-1.0,1
268,264,262.49999999999943,-1.0,1
352,359,262.49999999999943,-1.0,1
352,17,354.74999999999994,-1.0,1
352,344,8.25,-1.0,1
352,328,351.74999999999994,-1.0,1
352,5,337.4999999999999,-1.0,1
268,270,358.5,-1.0,1
268,282,275.2499999999995,-1.0,1
268,259,275.2499999999995,-1.0,1
268,264,266.9999999999995,-1.0,1
268,280,266.9999999999995,-1.0,1
268,272,266.9999999999995,-1.0,1
268,270,266.9999999999995,-1.0,1
268,251,266.9999999999995,-1.0,1
268,244,266.9999999999995,-1.0,1
268,261,266.9999999999995,-1.0,1
268,269,266.9999999999995,-1.0,1
268,278,266.9999999999995,-1.0,1
268,244,270.7499999999995,-1.0,1
63,75,254.2499999999994,-1.0,1
63,80,84.74999999999844,-1.0,1
63,64,84.74999999999844,-1.0,1
63,84,84.74999999999844,-1.0,1
63,70,84.74999999999844,-1.0,1
63,46,84.74999999999844,-1.0,1
160,145,50.99999999999831,-1.0,1
160,187,137.99999999999875,-1.0,1
160,186,137.99999999999875,-1.0,1
160,136,178.49999999999898,-1.0,1
123,140,142.49999999999878,-1.0,1
123,126,147.7499999999988,-1.0,1
123,104,134.24999999999872,-1.0,1
123,105,110.9999999999986,-1.0,1
123,94,110.9999999999986,-1.0,1
275,287,110.9999999999986,-1.0,1
275,248,296.99999999999966,-1.0,1
275,234,252.74999999999932,-1.0,1
275,254,239.9999999999993,-1.0,1
344,337,239.9999999999993,-1.0,1
344,355,333.74999999999983,-1.0,1
344,2,347.99999999999994,-1.0,1
344,348,347.99999999999994,-1.0,1
268,283,347.99999999999994,-1.0,1
268,291,288.7499999999996,-1.0,1
268,274,288.7499999999996,-1.0,1
268,295,288.7499999999996,-1.0,1
268,306,288.7499999999996,-1.0,1
268,317,288.7499999999996,-1.0,1
268,271,288.7499999999996,-1.0,1
268,270,288.7499999999996,-1.0,1
343,4,0.0,-1.0,1
343,316,0.0,-1.0,1
343,340,323.9999999999998,-1.0,1
343,348,323.9999999999998,-1.0,1
343,346,341.2499999999999,-1.0,1
343,345,341.2499999999999,-1.0,1
343,8,341.2499999999999,-1.0,1
343,321,5.250000000000001,-1.0,1
343,331,323.2499999999998,-1.0,1
343,357,323.2499999999998,-1.0,1
45,4,352.49999999999994,-1.0,1
45,77,352.49999999999994,-1.0,1
45,52,75.00000000000003,-1.0,1
45,34,53.99999999999994,-1.0,1
45,40,35.24999999999999,-1.0,1
45,77,35.24999999999999,-1.0,1
45,30,68.24999999999999,-1.0,1
45,52,36.74999999999999,-1.0,1
326,303,36.74999999999999,-1.0,1
326,330,311.2499999999997,-1.0,1
326,316,324.7499999999998,-1.0,1
326,316,324.7499999999998,-1.0,1
326,329,324.7499999999998,-1.0,1
326,325,324.7499999999998,-1.0,1
326,330,324.7499999999998,-1.0,1
326,313,324.7499999999998,-1.0,1
326,326,324.7499999999998,-1.0,1
54,68,324.7499999999998,-1.0,1
54,71,57.74999999999993,-1.0,1
54,62,57.74999999999993,-1.0,1
54,64,57.74999999999993,-1.0,1
54,60,57.74999999999993,-1.0,1
