distMean,outcome,pred,is_oddball
137.14837547172576,177.0,142.47615104461642,1.0
137.52207548703487,115.0,176.3448527045359,0.0
129.54634665641936,124.0,132.14400406440535,0.0
135.23438612952788,125.0,126.03751397850715,0.0
122.53436986486648,138.0,125.9148023520837,1.0
136.72098826830526,116.0,131.249394739124,0.0
139.1167221353083,182.0,126.37966812387069,0.0
135.73039009620896,135.0,147.28217566710356,0.0
142.9788539545156,124.0,137.43361110840925,0.0
161.16373831264357,160.0,131.50813776974488,0.0
154.1869946190943,162.0,144.57180819215736,0.0
163.4329428290315,182.0,151.638137718842,0.0
158.9173007080142,129.0,165.2565861464855,0.0
157.4338186189351,22.0,143.5303808150658,1.0
145.61634028548582,122.0,149.0006129801147,0.0
141.4114240278873,158.0,133.265819772112,0.0
138.23219610226263,160.0,145.80965846362875,0.0
150.15276827065452,152.0,151.59113370691884,0.0
152.51559113410642,323.0,150.986873399048,1.0
139.89600508503906,140.0,151.21461494281243,0.0
152.5128156372031,142.0,145.08838241895432,0.0
141.93956281758997,149.0,143.62601772917722,0.0
153.34739414176846,174.0,145.7508046776879,0.0
139.64674352567084,132.0,156.81026205023244,0.0
133.2400449090319,145.0,143.20514861361403,0.0
133.10412907185267,141.0,143.91853987392486,0.0
111.58077839023537,110.0,142.67188048974305,0.0
84.56730186056792,56.0,130.73243214589047,0.0
83.23291736614293,95.0,125.20565248273967,0.0
73.61482714353308,83.0,104.72476511474115,0.0
68.63331185051321,72.0,94.22585647232144,0.0
73.61341582621445,57.0,83.84519609870527,0.0
73.06976903069967,69.0,69.7761634216923,0.0
57.82292475170878,57.0,68.44235921205599,0.0
66.29487998021995,175.0,62.76246137367366,1.0
55.376423694280206,51.0,63.80024710417359,0.0
23.56506392425902,21.0,57.63299900327102,0.0
20.738305009356992,359.0,40.270871339020324,0.0
38.66761783654425,32.0,25.006587562086416,0.0
69.26013964341901,41.0,26.36631861928418,0.0
75.98479236629524,69.0,34.43401119734957,0.0
73.99857357414193,281.0,50.7436411002198,1.0
92.94964023209852,106.0,51.548176853002126,0.0
96.76826249190164,109.0,83.58785856983937,0.0
83.95079070856367,65.0,100.25569818717555,0.0
87.92914012993795,105.0,83.6152407047112,0.0
98.59185645582802,41.0,96.02647857273031,0.0
94.4199475504876,184.0,72.58574088023242,1.0
89.66978386860934,98.0,78.04960117907048,0.0
96.05983229098214,116.0,92.89361640726113,0.0
98.3759220297533,162.0,107.99886929986587,0.0
84.11368825898207,85.0,135.30671758250026,0.0
74.08911596336202,320.0,105.85863796376499,1.0
70.07893110587122,90.0,111.9246596877846,0.0
61.72050659560316,70.0,98.3672382135521,0.0
54.934614382699976,61.0,84.5802181891537,0.0
68.89948004339472,66.0,71.65519682988315,0.0
54.51533396886623,137.0,67.95314137013312,1.0
68.83351571327537,84.0,93.12723658822411,0.0
61.987536034722055,55.0,87.86688214566074,0.0
53.1290100646896,63.0,70.33047480334758,0.0
42.54557493606086,255.0,65.67719184255498,1.0
55.614494982505846,48.0,69.11074264973654,0.0
62.00974271359074,80.0,55.283790201247484,0.0
56.097930416652105,35.0,68.53199303721848,0.0
44.73175730183243,42.0,50.73020398142591,0.0
56.16608566590537,55.0,45.51626706693127,0.0
47.78042372286279,76.0,50.63625162039762,0.0
45.634919828974205,65.0,62.066905574238774,0.0
52.14348781412925,62.0,64.08988105743612,0.0
54.72334672754592,34.0,63.14298174333342,0.0
50.56378117160406,35.0,48.29904845411281,0.0
39.03121290977404,44.0,40.95908742676351,0.0
37.65405113661956,33.0,42.668084964887555,0.0
42.17128705250892,38.0,37.51209127129691,0.0
47.79701603167644,55.0,37.27528490789111,0.0
48.75983811329024,74.0,45.902820595631674,0.0
41.93318102153896,12.0,57.74779924504864,0.0
28.96847104616793,337.0,38.486808165211876,1.0
31.61541302153958,40.0,12.48477687503054,0.0
22.13575026078246,357.0,31.140642906789807,0.0
1.4241169601054082,28.0,16.567326715852055,0.0
11.002846987912278,67.0,20.857697901411772,0.0
6.988725721409281,231.0,44.73865875002741,1.0
352.9357335230327,355.0,43.974475113409824,0.0
1.2233768058533483,354.0,22.161445745543247,0.0
4.748557463191105,32.0,3.87979862321933,0.0
23.358750171058944,358.0,19.72117844034232,0.0
21.03380152473227,213.0,11.432755232698225,1.0
17.608244311268862,15.0,10.166802989228088,0.0
14.528137879180122,17.0,12.161533400947688,0.0
11.732532297700004,15.0,15.441525866183976,0.0
357.0560086810425,211.0,15.337523190618217,1.0
22.800028630506603,356.0,13.495207136880492,0.0
30.132576688992373,40.0,4.9658577412282705,0.0
18.906463672482232,50.0,22.763740297321824,0.0
18.09613864195052,25.0,39.161654448808406,0.0
25.88978533531352,48.0,31.204795099933573,0.0
18.76209134159496,24.0,39.668163776546315,0.0
36.46909265458245,21.0,31.557596295805187,0.0
30.31343034404165,19.0,26.06908674378548,0.0
24.11696325030897,20.0,22.689989416494043,0.0
21.92614614204649,24.0,21.20437804554712,0.0
14.775568551769425,304.0,21.94624044286862,1.0
24.59260377658969,51.0,22.797916021647975,0.0
13.047398194336353,9.0,39.158246261427955,0.0
3.441627430592945,16.0,25.101626563144706,0.0
343.59765029665164,17.0,19.310500643044957,1.0
326.8191505986498,302.0,18.53326539723103,0.0
350.7243306550384,358.0,14.41878898899011,0.0
325.64317904560176,314.0,4.002507832763691,0.0
321.09733068272544,291.0,336.2714910285471,0.0
325.3948420003462,344.0,307.91241109031,0.0
317.16783870639057,124.0,325.04838537299133,1.0
321.37660538328794,300.0,331.94054112621507,0.0
315.8793098284201,299.0,306.6692471611512,0.0
318.30930067813625,321.0,300.2702947382636,0.0
320.2515185073048,336.0,309.54638652753397,0.0
302.050948378003,335.0,320.08575857259336,0.0
307.6132632551941,292.0,325.4064289977058,0.0
74.94304515141576,58.0,310.42045891783584,0.0
105.6268143751952,112.0,308.98711856240106,0.0
96.27371298617962,95.0,319.45550605451285,0.0
88.55523929517499,72.0,48.90618198329169,0.0
74.82719145658837,71.0,74.96560851717824,0.0
72.51347186690263,61.0,75.24676133259501,0.0
74.01662749290777,93.0,67.92197281213622,0.0
56.96675461537656,62.0,80.97832216713267,0.0
56.58307241466859,83.0,71.95644167783654,0.0
68.40267657799735,122.0,77.84598325655078,1.0
76.80718830188249,106.0,100.71098181742951,0.0
74.2902554374878,83.0,104.07363602847583,0.0
84.83504525381181,60.0,95.31810245943053,0.0
106.3340323558722,90.0,78.04777943551234,0.0
94.70946713058906,73.0,84.88409291388557,0.0
85.32234976007636,91.0,79.50206320596932,0.0
79.33463058931673,99.0,86.22981485617589,0.0
73.21222282650234,153.0,93.12252261095595,1.0
50.18297160314788,41.0,113.17193813733176,0.0
53.7096423648226,26.0,82.85979909398984,0.0
72.82619653269727,52.0,51.13667840613913,0.0
82.57126615275558,88.0,48.942383760179744,0.0
72.8221042288887,100.0,71.0468930391762,0.0
59.690030680725954,56.0,89.57127978433206,0.0
71.20296697471382,82.0,72.94354060179401,0.0
75.60062535935892,106.0,78.29625108879142,0.0
67.00237070811666,69.0,93.61995497753877,0.0
63.00651845956577,153.0,82.52320303994098,1.0
43.58909643474823,24.0,101.4161766974207,0.0
67.47401537564458,43.0,72.27117558968277,0.0
70.94154336833961,52.0,46.44261690048565,0.0
84.36495824747131,40.0,49.457131770223526,0.0
79.81762060507481,123.0,44.07506865609679,0.0
99.43667492293814,98.0,54.49718191188561,0.0
95.73738118291456,79.0,90.01056396862043,0.0
92.62824828874194,74.0,87.07637680172991,0.0
85.48302539580953,54.0,81.60155658829596,0.0
79.77775382216561,99.0,66.66492042695275,0.0
58.19291152015976,75.0,83.70167722148736,0.0
58.44403465519152,41.0,80.75213721253924,0.0
45.2273243342986,41.0,59.868381384846494,0.0
36.45066229125621,317.0,48.656108184073766,1.0
46.36704926836984,32.0,53.43534777256371,0.0
44.559785721201024,33.0,37.89379601810811,0.0
41.943694716959385,71.0,35.12849278351084,0.0
43.22773539822029,29.0,52.08176747185654,0.0
48.26329775195529,25.0,37.95545942861919,0.0
57.55663927659677,351.0,31.01935859717569,1.0
40.163011885686046,49.0,15.27175979992274,0.0
38.65543652837641,45.0,33.94882678370644,0.0
37.69917846827133,48.0,41.14199779355348,0.0
35.50981682396275,14.0,45.19218295182382,0.0
16.652578124254973,36.0,30.335011043851452,0.0
359.43443162067337,11.0,32.23682755357601,0.0
355.28969761480624,351.0,23.357032099553706,0.0
355.8127081374263,342.0,8.51337385468762,0.0
6.118879039915782,345.0,354.95266274292817,1.0
2.3335848162737136,360.0,349.1971912321254,0.0
11.06847166596225,5.0,354.17621832732846,0.0
9.993935352968094,38.0,359.91727308917353,0.0
201.9268435708848,192.0,15.502819162429612,0.0
200.3183735149213,212.0,15.837316865028152,0.0
209.9473306263088,211.0,11.15385598221939,0.0
197.67612612986767,201.0,358.36041825505686,0.0
