distMean,outcome,pred,is_oddball,rule
98,107,0.0,-1.0,1
98,92,81.00000000000006,-1.0,1
98,87,64.49999999999997,-1.0,1
98,90,111.00000000000024,-1.0,1
98,77,74.25000000000003,-1.0,1
98,79,58.499999999999936,-1.0,1
98,122,108.0000000000002,-1.0,1
98,86,93.75000000000011,-1.0,1
98,99,68.99999999999999,-1.0,1
98,119,86.25000000000009,-1.0,1
98,131,110.2500000000002,-1.0,1
98,84,114.75000000000024,-1.0,1
98,118,96.75000000000014,-1.0,1
98,115,79.50000000000004,-1.0,1
98,60,102.75000000000016,-1.0,1
98,102,78.00000000000003,-1.0,1
98,89,116.25000000000024,-1.0,1
98,93,72.0,-1.0,1
98,106,108.0000000000002,-1.0,1
98,102,94.50000000000011,-1.0,1
98,98,80.25000000000004,-1.0,1
98,126,116.25000000000024,-1.0,1
213,237,100.50000000000016,-1.0,1
213,208,212.2500000000008,-1.0,1
213,212,237.7500000000009,-1.0,1
213,209,194.25000000000068,-1.0,1
213,193,173.25000000000057,-1.0,1
213,216,153.75000000000043,-1.0,1
213,200,195.75000000000068,-1.0,1
213,218,213.7500000000008,-1.0,1
213,223,234.0000000000009,-1.0,1
213,206,209.2500000000008,-1.0,1
213,211,195.00000000000068,-1.0,1
213,210,219.7500000000008,-1.0,1
213,201,235.5000000000009,-1.0,1
305,315,191.25000000000068,-1.0,1
305,316,329.99999999999983,-1.0,1
305,304,305.24999999999966,-1.0,1
305,324,329.99999999999983,-1.0,1
79,52,309.7499999999997,-1.0,1
79,46,48.74999999999996,-1.0,1
79,86,70.5,-1.0,1
79,76,113.25000000000024,-1.0,1
79,77,91.50000000000011,-1.0,1
50,55,53.99999999999994,-1.0,1
50,12,41.99999999999998,-1.0,1
50,59,25.500000000000007,-1.0,1
50,47,53.24999999999994,-1.0,1
50,47,51.74999999999995,-1.0,1
195,196,57.74999999999993,-1.0,1
195,207,175.50000000000057,-1.0,1
195,210,228.75000000000088,-1.0,1
195,186,195.75000000000068,-1.0,1
98,81,201.7500000000008,-1.0,1
98,65,56.999999999999936,-1.0,1
98,93,39.74999999999998,-1.0,1
98,106,76.50000000000004,-1.0,1
98,104,100.50000000000016,-1.0,1
98,112,128.2500000000003,-1.0,1
342,349,151.50000000000043,-1.0,1
322,348,356.24999999999994,-1.0,1
322,317,8.25,-1.0,1
322,324,340.4999999999999,-1.0,1
322,324,309.7499999999997,-1.0,1
322,337,344.2499999999999,-1.0,1
322,301,326.99999999999983,-1.0,1
322,331,279.74999999999955,-1.0,1
322,325,306.7499999999997,-1.0,1
322,292,338.9999999999999,-1.0,1
342,355,315.7499999999997,-1.0,1
342,327,336.7499999999999,-1.0,1
342,1,353.24999999999994,-1.0,1
342,12,337.4999999999999,-1.0,1
342,318,38.99999999999999,-1.0,1
342,5,341.2499999999999,-1.0,1
99,85,22.500000000000007,-1.0,1
99,109,69.0,-1.0,1
99,108,96.00000000000014,-1.0,1
99,90,86.25000000000009,-1.0,1
99,78,98.25000000000016,-1.0,1
99,130,114.75000000000024,-1.0,1
99,97,133.50000000000034,-1.0,1
99,137,124.5000000000003,-1.0,1
248,284,111.0000000000002,-1.0,1
248,283,120.75000000000028,-1.0,1
248,249,236.2500000000009,-1.0,1
248,251,210.7500000000008,-1.0,1
248,253,176.2500000000006,-1.0,1
348,349,221.25000000000085,-1.0,1
348,360,32.24999999999999,-1.0,1
348,338,12.74999999999998,-1.0,1
348,0,351.74999999999994,-1.0,1
83,93,335.24999999999983,-1.0,1
83,68,65.24999999999997,-1.0,1
83,61,89.25000000000011,-1.0,1
83,106,70.49999999999999,-1.0,1
83,84,50.249999999999936,-1.0,1
83,90,68.24999999999997,-1.0,1
83,78,53.99999999999993,-1.0,1
83,86,103.50000000000016,-1.0,1
83,95,120.75000000000028,-1.0,1
49,78,144.0000000000004,-1.0,1
49,66,88.50000000000009,-1.0,1
49,76,52.499999999999936,-1.0,1
49,65,93.00000000000011,-1.0,1
49,60,120.00000000000028,-1.0,1
49,62,81.00000000000004,-1.0,1
49,43,112.50000000000024,-1.0,1
30,357,69.74999999999999,-1.0,1
30,57,35.249999999999986,-1.0,1
30,18,14.24999999999998,-1.0,1
30,17,27.75,-1.0,1
30,15,17.249999999999982,-1.0,1
30,33,3.749999999999984,-1.0,1
30,12,17.999999999999982,-1.0,1
30,5,37.49999999999998,-1.0,1
30,37,60.749999999999936,-1.0,1
30,41,17.999999999999982,-1.0,1
231,246,358.5,-1.0,1
231,249,290.9999999999996,-1.0,1
81,64,2.25,-1.0,1
81,83,29.25000000000001,-1.0,1
81,40,64.49999999999997,-1.0,1
81,85,18.75,-1.0,1
124,108,53.24999999999994,-1.0,1
124,125,84.00000000000009,-1.0,1
124,140,65.24999999999997,-1.0,1
124,127,132.75000000000034,-1.0,1
124,161,146.25000000000043,-1.0,1
124,123,170.25000000000054,-1.0,1
124,151,145.50000000000043,-1.0,1
124,134,145.50000000000043,-1.0,1
122,94,171.00000000000057,-1.0,1
122,128,121.50000000000028,-1.0,1
122,136,144.0000000000004,-1.0,1
122,120,165.75000000000054,-1.0,1
122,97,143.2500000000004,-1.0,1
122,125,73.5,-1.0,1
122,142,92.25000000000011,-1.0,1
285,294,119.25000000000028,-1.0,1
285,271,272.25000000000114,-1.0,1
285,287,288.0000000000012,-1.0,1
285,298,302.2500000000013,-1.0,1
285,295,314.25000000000136,-1.0,1
285,281,327.7500000000014,-1.0,1
285,282,300.0000000000013,-1.0,1
285,318,309.75000000000136,-1.0,1
43,59,330.0000000000015,-1.0,1
43,54,47.99999999999996,-1.0,1
