distMean,outcome,pred,is_oddball,rule,is_changepoint
254,264,260.2500000000011,-1.0,1,0
254,280,273.00000000000114,-1.0,1,0
104,81,290.25000000000125,-1.0,1,1
104,60,63.749999999999964,-1.0,1,0
104,82,51.74999999999995,-1.0,1,0
104,102,75.75000000000003,-1.0,1,0
104,84,91.50000000000011,-1.0,1,0
104,110,73.50000000000001,-1.0,1,0
104,91,102.75000000000016,-1.0,1,0
104,111,82.50000000000006,-1.0,1,0
104,125,101.25000000000016,-1.0,1,0
356,340,116.25000000000024,-1.0,1,1
356,13,2.249999999999983,-1.0,1,0
356,329,19.499999999999982,-1.0,1,0
356,39,339.7499999999999,-1.0,1,0
49,62,30.750000000000007,-1.0,1,1
49,3,68.24999999999999,-1.0,1,0
49,46,5.249999999999997,-1.0,1,0
49,56,11.999999999999996,-1.0,1,0
28,39,44.999999999999964,-1.0,1,1
28,17,30.00000000000001,-1.0,1,0
28,26,3.749999999999997,-1.0,1,0
28,354,40.49999999999998,-1.0,1,0
28,60,2.25,-1.0,1,0
28,21,24.000000000000004,-1.0,1,0
28,43,56.999999999999936,-1.0,1,0
28,16,11.999999999999996,-1.0,1,0
28,357,53.99999999999994,-1.0,1,0
28,32,0.7499999999999959,-1.0,1,0
28,29,2.249999999999996,-1.0,1,0
28,19,21.75,-1.0,1,0
28,19,9.749999999999996,-1.0,1,0
216,211,26.250000000000007,-1.0,1,1
216,224,187.50000000000065,-1.0,1,0
216,218,238.5000000000009,-1.0,1,0
216,241,206.2500000000008,-1.0,1,0
216,214,228.75000000000088,-1.0,1,0
216,230,205.5000000000008,-1.0,1,0
234,182,220.5000000000008,-1.0,1,1
234,232,192.75000000000068,-1.0,1,0
234,197,219.7500000000008,-1.0,1,0
234,270,207.0000000000008,-1.0,1,0
234,255,258.750000000001,-1.0,1,0
277,311,268.5000000000011,-1.0,1,1
277,271,295.50000000000125,-1.0,1,0
277,285,278.25000000000114,-1.0,1,0
277,301,295.50000000000125,-1.0,1,0
277,257,312.75000000000136,-1.0,1,0
154,199,270.75000000000114,-1.0,1,1
154,150,211.5000000000008,-1.0,1,0
